ID;thesis_title;thesis_keywords;student_faculty;student_level;Problématique;interet;Méthode;technologies;description_sujet
182;Étude d'un réseau de drainage des eaux pluviales stagnantes en zone d'habitation:cas de l'axe afia bora;drainage pluvial, eaux pluviales, réseau de collecte, zones d’habitation, eaux stagnantes, urbanisme;Genie civil;L3;"""Comment concevoir un réseau d'adduction d'eau dans une zone à relief volcanique tout en garantissant une pression de service minimale aux bornes-fontaines ?""";Assainir les zones d habitation pour éviter les maladies;Calcul de débit pluvial et dimensionnement de collecteurs;EPA SWMM Covadis;Conception d un réseau de drainage pour quartiers à relief plat
183;Application des principes de géotechnique dans la conception des fondations des structures : Cas d’un bâtiment R+2 servant de parking à Goma.;fondations, géotechnique, bâtiment r+2, parking, dimensionnement des fondations;Genie civil;L3;"""Comment dimensionner une structure à grande portée (charpente métallique ou béton) pour accueillir un large public en toute sécurité ?""";Stabiliser les bâtiments avec parkings souterrains;Analyse géotechnique et calcul de tassement de radiers;Plaxis Robot Structural;Choix des fondations optimales sur sol à faible capacité portante
184;Conception et modélisation d’un pont saute-mouton à goma cas de l’entrée président;pont saute-mouton, conception structurelle, modélisation, infrastructures routières, goma;Genie civil;L3;"""Comment concevoir une infrastructure d'accueil modulaire et fonctionnelle répondant aux normes d'hygiène et de sécurité pour une population spécifique ?""";Fluidifier le carrefour le plus saturé de Goma;Modélisation de structure mixte acier-béton et piles de pont;Midas Civil SAP2000;Étude structurale d un ouvrage d art urbain pour décongestion
185;Conception et dimensionnement d'une prison moderne R+2 à Goma;prison moderne, bâtiment r+2, conception architecturale, dimensionnement structurel;Genie civil;L3;"""Comment concevoir une structure carcérale R+2 alliant impératifs de sécurité maximale, durabilité des matériaux et optimisation des flux ?""";Concevoir un centre de détention sécurisé et humain;Planification architecturale et calcul de haute sécurité;ArchiCAD Robot Structural;Conception d une infrastructure carcérale aux normes internationales
186;Étude de la durabilité des matériaux de construction utilisés dans les infrastructures: cas de revêtement de surface  des routes;durabilité, matériaux de construction, infrastructures routières, revêtement de surface;Genie civil;L3;"""Dans quelle mesure l'agressivité de l'environnement tropical influence-t-elle la cinétique de dégradation des matériaux de construction routiers ?""";Réduire les coûts de maintenance des axes urbains;Analyse de l usure des revêtements sous climat tropical;Essai Los Angeles Labo;Étude de la résistance des granulats face à l agressivité climatique
187;Etude d'un bâtiment R+2 à usage commercial et d'habitation;bâtiment r+2, usage commercial, habitation, étude architecturale, conception;Genie civil;L3;Comment optimiser la structure porteuse pour un bâtiment mixte alliant commerce et logements ?;Rentabilisation de l'espace urbain et sécurité structurelle;Calcul de descente de charges et étude fondations;Béton armé, Robot Structural Analysis;Dossier technique complet pour la construction d'un immeuble polyvalent sécurisé
188;Etude du tracé d'une route en zone urbaine;tracé routier, route urbaine, conception routière, urbanisme, archicad;Genie civil;L3;"""Comment optimiser le tracé d'une infrastructure routière en milieu urbain dense pour concilier fluidité du trafic et contraintes topographiques ?""";Optimiser l espace routier et la sécurité des riverains;Conception géométrique et calcul de giratoires;Covadis Civil 3D;Amélioration du tracé d une avenue principale pour le confort
189;Étude et Conception d'un Bâtiment R+2 à Usage Scolaire;bâtiment scolaire, conception architecturale, durabilité, bâtiment r+2;Genie civil;L3;"""Comment assurer la stabilité structurelle d'un établissement scolaire R+2 en respectant les normes de sécurité et d'accessibilité en zone urbaine ?""";Créer des espaces d apprentissage sûrs et durables;Calcul de dalles et portiques pour charges d exploitation;AutoCAD Robot Structural;Conception structurale d une école respectant les normes de charge
190;Analyse et Conception Optimisée de Fondations Profondes pour un Bâtiment à Contraintes Géotechniques Élevées;fondations profondes, géotechnique, contraintes du sol, optimisation structurelle;Genie civil;L3;"""Comment optimiser le dimensionnement des fondations profondes en fonction de la stratigraphie complexe du sol pour garantir la stabilité d'un ouvrage ?""";Permettre des constructions lourdes sur sols compressibles;Calcul de capacité de charge de pieux et essais de battage;Géo-Slope Plaxis;Optimisation du nombre de pieux pour réduire le coût de structure
191;CONCEPTION ET DIMENSIONNEMENT D'UN BÂTIMENT R+3 COMMERCIAL FAVORISANT UNE CIRCULATION OPTIMALE. Cas du Marché de BIRERE à Goma;bâtiment commercial r+3, circulation interne, conception architecturale, dimensionnement, marché;Genie civil;L3;Quelle configuration structurelle permet de larges espaces ouverts tout en supportant 3 étages ?;Amélioration du confort des clients et esthétique commerciale;Analyse des portées et ferraillage des dalles;Béton armé, AutoCAD, Revit;Étude d'un centre commercial moderne axée sur l'ergonomie spatiale
192;CONCEPTION ET DIMENSIONNEMENT DU ORPHELINAT(IMMEUBLE R+4),situé à goma dans le quartier mugunga .un immeuble servant pour le cas des orphelins et les abandonnés;orphelinat, bâtiment r+4, conception architecturale, dimensionnement, infrastructures sociales;Genie civil;L3;"""Comment assurer le contreventement et la descente de charges d'un bâtiment R+4 en béton armé soumis à des charges d'exploitation importantes ?""";Offrir une structure d accueil résiliente et sécurisée;Descente de charges et vérification de la flèche des dalles;Revit Robot Structural;Étude structurale d un immeuble social avec calcul de voiles
193;"""Analyse de la résilience des infrastructures urbaines face aux risques naturels et aux changements climatiques""";résilience urbaine, risques naturels, changements climatiques, infrastructures urbaines;Genie civil;L3;"""Comment évaluer et renforcer la résilience des structures existantes face aux aléas climatiques et aux risques géologiques majeurs ?""";Anticiper l impact du changement climatique sur le bâti;Audit de résilience et simulation d inondations urbaines;InfraWorks ArcGIS;Renforcement des structures existantes face aux risques naturels
194;Etude comparative des propriétés du béton formulé par la méthode ACI et la méthode de Dreux-Gorisse : Application au béton à base des granulats tout-venants et concassés;béton, méthode aci, méthode dreux-gorisse, granulats, résistance mécanique, durabilité;Genie civil;L3;"""Quelle méthode de formulation granulaire permet d'obtenir la meilleure maniabilité et résistance pour un béton composé de granulats concassés ?""";Optimiser la maniabilité et la résistance du béton;Comparaison expérimentale de formulation granulaire;Bétonlab Presse béton;Analyse de la compacité pour béton à base de granulats concassés
195;Conception et étude technique d'un bâtiment hospitalier;bâtiment hospitalier, conception structurelle, étude technique, infrastructures de santé;Genie civil;L3;Quelles sont les contraintes de dimensionnement pour un bâtiment accueillant des équipements médicaux lourds ?;Amélioration de l'offre de soins avec infrastructures aux normes;Étude de charges d'exploitation et sécurité;Génie Civil, Logiciels de CAO;Conception technique d'une infrastructure hospitalière adaptée aux flux médicaux
196;Etude comparative entre l'amélioration des briques en terre comprimée stabilisée par le ciment et la chaux éteinte..;briques en terre comprimée, stabilisation, ciment, chaux, durabilité, impact environnemental;Genie civil;L3;Lequel des stabilisants (ciment ou chaux) offre la meilleure résistance pour un sol local ?;Promotion de matériaux locaux et à faible coût;Essais mécaniques en laboratoire sur dosages;Terre comprimée, Ciment, Chaux;Analyse expérimentale visant à optimiser la fabrication de briques écologiques
197;Etude de l’effet du retardateur de prise sur la prise du ciment et les propriétés du béton: cas du sucre;béton, ciment, retardateur de prise, sucre, propriétés mécaniques;Genie civil;L3;"""Quelle est l'influence du dosage en adjuvant retardateur sur l'évolution de la chaleur d'hydratation et la résistance à court terme du béton ?""";Maîtriser le temps de prise en climat chaud ou transport long;Étude cinétique de l hydratation du ciment local;Appareil de Vicat Labo;Évaluation de l influence du dosage sur la résistance à jeune âge
198;Etude de faisabilité de consolider le sol de la concession du lycée Nyakavogo en fin d’une réutilisation du terrain.;consolidation du sol, amélioration des sols, géotechnique, étude de faisabilité;Genie civil;L3;"""Quelles sont les solutions techniques de réhabilitation permettant de transformer un bâtiment existant en infrastructure scolaire conforme ?""";Réhabiliter un terrain instable pour de futurs bâtiments;Étude géotechnique de compactage et stabilisation;Pénétromètre Plaxis;Solutions techniques pour la réutilisation d un ancien site
199;"""Étude de la durabilité des infrastructures routières en tenant compte des enjeux environnementaux cas de la ville de Goma , route katoyi.""";durabilité routière, environnement, infrastructures routières, route katoyi, goma;Genie civil;L3;"""Comment le système de drainage influence-t-il la durabilité et la résistance à l'orniérage d'une chaussée urbaine en zone de sol volcanique ?""";Réduire l orniérage et les dégradations précoces;Audit environnemental et dimensionnement du drainage;Alizé-LCPC Civil 3D;Stratégie de maintenance pour une chaussée urbaine à fort trafic
200;Conception et dimensionnement d'un centre hospitalier ( R+3) situer en nzulo dans le territoire de masisi ( immeuble servant pour le cas de réfugiés blessés des guerres);centre hospitalier r+3, conception architecturale, dimensionnement, infrastructures humanitaires;Genie Civil;L3;"""Comment intégrer les exigences de modularité et de sécurité structurelle dans la conception d'un complexe hospitalier en zone rurale ?""";Offrir des soins sécurisés en zone de conflit;Calcul de portiques et modularité structurelle humanitaire;Robot Structural Revit;Conception d une structure résiliente pour l accueil des blessés
